 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,RTO_RNAi_2c.png (green).png,40000,70.909,114.254,0,0,255,100.000,100.000,116.093,101.392,800.000,0,0,200,200,225.676,225.676,0.000,0.785,282.843,2836365,0,0.991,-1.019,27.808,2836365,0,0,135.000,200.000,1.000,1.000,1.000
2,RTO_RNAi_2c.png (green).png,6,255.000,0.000,255,255,255,126.500,0.667,126.500,0.667,11.071,124,0,5,2,4.630,1.650,0.000,0.615,5.099,1530,255,NaN,NaN,100.000,1530,124,0,168.690,2.000,2.806,0.356,0.750
3,RTO_RNAi_2c.png (green).png,3,255.000,0.000,255,255,255,121.833,8.167,121.833,8.167,5.657,121,7,2,2,2.365,1.615,135.000,1.000,2.828,765,255,NaN,NaN,100.000,765,121,7,135.000,2.000,1.464,0.683,0.857
4,RTO_RNAi_2c.png (green).png,4,255.000,0.000,255,255,255,117.000,9.000,117.000,9.000,5.657,116,8,2,2,2.257,2.257,0.000,1.000,2.828,1020,255,NaN,NaN,100.000,1020,116,8,135.000,2.000,1.000,1.000,1.000
5,RTO_RNAi_2c.png (green).png,7,255.000,0.000,255,255,255,140.214,10.214,140.214,10.214,10.485,138,9,4,3,4.439,2.008,150.128,0.800,5.000,1785,255,NaN,NaN,100.000,1785,138,9,143.130,2.683,2.211,0.452,0.778
6,RTO_RNAi_2c.png (green).png,2,255.000,0.000,255,255,255,75.500,12.000,75.500,12.000,4.828,75,11,1,2,2.257,1.128,90.000,1.000,2.236,510,255,NaN,NaN,100.000,510,75,11,116.565,1.000,2.000,0.500,1.000
7,RTO_RNAi_2c.png (green).png,7,255.000,0.000,255,255,255,106.214,12.071,106.214,12.071,9.657,104,11,4,2,4.154,2.146,8.350,0.943,4.472,1785,255,NaN,NaN,100.000,1785,104,13,26.565,2.000,1.936,0.517,0.933
8,RTO_RNAi_2c.png (green).png,15,255.000,0.000,255,255,255,171.767,15.700,171.767,15.700,18.142,169,13,6,6,7.024,2.719,58.134,0.573,7.810,3825,255,NaN,NaN,100.000,3825,169,18,39.806,3.944,2.583,0.387,0.625
9,RTO_RNAi_2c.png (green).png,20,255.000,0.000,255,255,255,147.400,17.600,147.400,17.600,17.556,144,15,7,5,6.102,4.173,158.693,0.815,7.280,5100,255,NaN,NaN,100.000,5100,144,17,164.055,4.919,1.462,0.684,0.800
10,RTO_RNAi_2c.png (green).png,2,255.000,0.000,255,255,255,125.000,16.500,125.000,16.500,4.243,124,16,2,1,2.257,1.128,0.000,1.000,2.236,510,255,NaN,NaN,100.000,510,124,16,153.435,1.000,2.000,0.500,1.000
