 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,RTO_RNAi_2b.png (green).png,40000,64.203,110.680,0,0,255,100.000,100.000,111.675,100.494,800.000,0,0,200,200,225.676,225.676,0.000,0.785,282.843,2568105,0,1.144,-0.692,25.177,2568105,0,0,135.000,200.000,1.000,1.000,1.000
2,RTO_RNAi_2b.png (green).png,4,255.000,0.000,255,255,255,125.500,4.250,125.500,4.250,7.071,124,3,3,2,2.734,1.863,0.000,1.000,3.162,1020,255,NaN,NaN,100.000,1020,124,4,161.565,2.000,1.468,0.681,0.800
3,RTO_RNAi_2b.png (green).png,29,255.000,0.000,255,255,255,138.121,6.190,138.121,6.190,22.728,133,4,10,4,9.219,4.005,177.992,0.705,10.050,7395,255,NaN,NaN,100.000,7395,133,6,174.289,4.000,2.302,0.434,0.866
4,RTO_RNAi_2b.png (green).png,16,255.000,0.000,255,255,255,152.875,7.188,152.875,7.188,14.728,150,5,6,4,6.174,3.299,25.272,0.927,6.708,4080,255,NaN,NaN,100.000,4080,150,9,26.565,4.000,1.871,0.534,0.842
5,RTO_RNAi_2b.png (green).png,8,255.000,0.000,255,255,255,95.625,7.625,95.625,7.625,9.071,94,6,3,3,3.538,2.879,45.000,1.000,4.243,2040,255,NaN,NaN,100.000,2040,94,9,45.000,3.000,1.229,0.814,0.941
6,RTO_RNAi_2b.png (green).png,20,255.000,0.000,255,255,255,166.150,12.900,166.150,12.900,17.314,163,11,7,4,7.258,3.508,15.915,0.838,7.616,5100,255,NaN,NaN,100.000,5100,163,15,23.199,4.000,2.069,0.483,0.851
7,RTO_RNAi_2b.png (green).png,12,255.000,0.000,255,255,255,195.583,13.167,195.583,13.167,11.899,194,11,4,4,4.314,3.542,124.722,1.000,5.000,3060,255,NaN,NaN,100.000,3060,194,11,126.870,4.000,1.218,0.821,0.889
8,RTO_RNAi_2b.png (green).png,92,255.000,0.000,255,255,255,96.772,17.304,96.772,17.304,56.770,87,12,18,10,14.344,8.167,179.129,0.359,18.385,23460,255,NaN,NaN,100.000,23460,87,15,157.620,10.000,1.756,0.569,0.669
9,RTO_RNAi_2b.png (green).png,3,255.000,0.000,255,255,255,136.500,13.500,136.500,13.500,6.243,135,13,3,1,3.385,1.128,0.000,0.967,3.162,765,255,NaN,NaN,100.000,765,135,13,161.565,1.000,3.000,0.333,1.000
10,RTO_RNAi_2b.png (green).png,8,255.000,0.000,255,255,255,179.500,15.000,179.500,15.000,12.728,177,13,5,4,6.110,1.667,42.145,0.621,6.403,2040,255,NaN,NaN,100.000,2040,177,17,38.660,2.121,3.665,0.273,0.727
11,RTO_RNAi_2b.png (green).png,1,255.000,0.000,255,255,255,199.500,13.500,199.500,13.500,2.828,199,13,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100.000,255,199,13,135.000,1.000,1.000,1.000,1.000
12,RTO_RNAi_2b.png (green).png,13,255.000,0.000,255,255,255,132.577,17.115,132.577,17.115,13.314,130,15,5,4,4.616,3.586,37.839,0.922,5.385,3315,255,NaN,NaN,100.000,3315,130,18,21.801,4.000,1.287,0.777,0.812
13,RTO_RNAi_2b.png (green).png,31,255.000,0.000,255,255,255,2.435,20.113,2.435,20.113,21.314,0,16,6,7,7.759,5.087,122.325,0.858,9.220,7905,255,NaN,NaN,100.000,7905,0,16,130.601,6.000,1.525,0.656,0.925
14,RTO_RNAi_2b.png (green).png,3,255.000,0.000,255,255,255,157.500,17.500,157.500,17.500,6.243,156,17,3,1,3.385,1.128,0.000,0.967,3.162,765,255,NaN,NaN,100.000,765,156,17,161.565,1.000,3.000,0.333,1.000
15,RTO_RNAi_2b.png (green).png,23,255.000,0.000,255,255,255,117.587,20.457,117.587,20.457,20.142,113,18,8,5,8.253,3.549,158.108,0.712,8.944,5865,255,NaN,NaN,100.000,5865,113,19,153.435,4.427,2.326,0.430,0.780
16,RTO_RNAi_2b.png (green).png,4,255.000,0.000,255,255,255,179.250,21.750,179.250,21.750,7.071,178,21,3,2,3.192,1.596,18.435,1.000,3.606,1020,255,NaN,NaN,100.000,1020,178,23,33.690,2.000,2.000,0.500,0.800
17,RTO_RNAi_2b.png (green).png,50,255.000,0.000,255,255,255,12.840,25.260,12.840,25.260,26.385,8,22,10,7,9.996,6.369,163.226,0.903,10.440,12750,255,NaN,NaN,100.000,12750,8,23,163.301,7.000,1.569,0.637,0.877
18,RTO_RNAi_2b.png (green).png,34,255.000,0.000,255,255,255,171.088,28.265,171.088,28.265,24.627,167,24,8,8,7.995,5.414,53.903,0.704,9.434,8670,255,NaN,NaN,100.000,8670,169,32,57.995,6.364,1.477,0.677,0.764
19,RTO_RNAi_2b.png (green).png,24,255.000,0.000,255,255,255,190.458,26.833,190.458,26.833,18.728,187,24,7,5,6.794,4.498,13.598,0.860,7.616,6120,255,NaN,NaN,100.000,6120,187,28,23.199,5.000,1.511,0.662,0.828
20,RTO_RNAi_2b.png (green).png,1,255.000,0.000,255,255,255,197.500,24.500,197.500,24.500,2.828,197,24,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100.000,255,197,24,135.000,1.000,1.000,1.000,1.000
21,RTO_RNAi_2b.png (green).png,895,255.000,0.000,255,255,255,77.387,48.738,77.387,48.738,237.179,44,26,65,40,60.826,18.735,30.296,0.200,72.560,228225,255,NaN,NaN,100.000,228225,44,65,29.745,28.653,3.247,0.308,0.644
